ID,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Year,Month,Hour,Day_of_Week
A-1954701,2019-07-07 20:16:43,35.078136,-89.9076,Memphis,TN,82.0,2019,7,20,Sunday
A-2162382,2019-04-11 11:11:24,36.07539000000001,-95.886444,Tulsa,OK,49.0,2019,4,11,Thursday
A-7749547,2019-08-28 16:21:00,34.061295,-117.793302,Pomona,CA,84.0,2019,8,16,Wednesday
A-625164,2022-05-12 09:41:38,33.85445,-117.891449,Anaheim,CA,73.0,2022,5,9,Thursday
A-2534315,2018-10-22 10:30:51,35.784996,-78.68705,Raleigh,NC,50.0,2018,10,10,Monday
A-650413,2022-04-14 13:55:28,40.477535,-74.406998,East Brunswick,NJ,84.0,2022,4,13,Thursday
A-5659188,2021-03-18 18:49:00,33.982746,-118.057409,Whittier,CA,61.0,2021,3,18,Thursday
A-115235,2016-06-16 17:31:55,34.040607,-118.161873,Los Angeles,CA,73.0,2016,6,17,Thursday
A-3614620,2017-05-15 06:45:33,40.50299,-79.86107,Pittsburgh,PA,44.1,2017,5,6,Monday
A-3865274,2022-08-09 18:23:12,28.534023,-81.475706,Orlando,FL,86.0,2022,8,18,Tuesday
A-47026,2016-07-07 01:10:42,33.989155,-118.280807,Los Angeles,CA,66.0,2016,7,1,Thursday
A-5869999,2021-08-21 13:11:45,27.916473,-82.33636700000002,Riverview,FL,93.0,2021,8,13,Saturday
A-3280529,2017-09-01 20:26:03,37.59993,-77.667061,Henrico,VA,53.1,2017,9,20,Friday
A-3226720,2017-10-05 09:09:45,30.423676,-91.075073,Baton Rouge,LA,71.1,2017,10,9,Thursday
A-4530662,2022-03-02 07:56:30,40.501559972569936,-80.07538676223719,Pittsburgh,PA,32.0,2022,3,7,Wednesday
A-148278,2016-12-30 12:45:02,33.722111,-84.394989,Atlanta,GA,48.9,2016,12,12,Friday
A-6353039,2021-01-02 21:16:00,34.890123,-118.911085,Lebec,CA,48.0,2021,1,21,Saturday
A-1384429,2020-07-13 17:21:38,27.810255,-82.791229,Saint Petersburg,FL,88.0,2020,7,17,Monday
A-5627784,2021-03-07 17:37:00,35.531067,-78.265734,Selma,NC,52.0,2021,3,17,Sunday
A-2600173,2018-09-21 16:58:56,37.83567,-122.484612,Sausalito,CA,64.0,2018,9,16,Friday
A-1564487,2020-04-24 19:49:38,39.794258,-84.215843,Dayton,OH,60.0,2020,4,19,Friday
A-3482699,2016-10-11 18:13:55,26.54687,-81.820778,Fort Myers,FL,82.0,2016,10,18,Tuesday
A-6883565,2020-11-17 16:50:31,44.491957,-92.54386,Red Wing,MN,34.0,2020,11,16,Tuesday
A-3345718,2017-07-26 17:41:34,33.457596,-112.32695,Avondale,AZ,102.2,2017,7,17,Wednesday
A-2593057,2018-09-19 17:14:15,40.448505,-80.007729,Pittsburgh,PA,80.1,2018,9,17,Wednesday
A-2564247,2018-09-05 14:44:07,26.00812,-80.283516,Hollywood,FL,88.0,2018,9,14,Wednesday
A-7623282,2018-02-21 06:07:17,33.85345,-118.28046,Gardena,CA,48.9,2018,2,6,Wednesday
A-6923731,2020-10-02 17:11:00,37.083889,-121.101661,Los Banos,CA,91.0,2020,10,17,Friday
A-7603990,2018-03-12 15:29:40,40.320776,-79.380139,Latrobe,PA,39.2,2018,3,15,Monday
A-3196657,2017-11-20 13:21:45,33.933971,-118.182404,South Gate,CA,72.0,2017,11,13,Monday
A-5783576,2021-05-18 06:08:50,35.16072392446918,-92.44212984994677,Wooster,AR,68.0,2021,5,6,Tuesday
A-6630850,2020-12-28 01:01:00,37.942389,-78.11301800000003,Louisa,VA,33.0,2020,12,1,Monday
A-5909406,2021-03-02 16:05:27,39.251871,-76.677684,Halethorpe,MD,43.0,2021,3,16,Tuesday
A-6853900,2020-11-14 16:16:00,34.167374,-118.300464,Glendale,CA,68.0,2020,11,16,Saturday
A-6038141,2021-07-02 15:52:16,25.602889,-80.378005,Miami,FL,92.0,2021,7,15,Friday
A-2564822,2018-09-05 14:26:11,41.696293,-91.639503,Iowa City,IA,71.1,2018,9,14,Wednesday
A-2730176,2018-07-28 19:35:42,34.020294,-118.192162,Los Angeles,CA,75.0,2018,7,19,Saturday
A-1374095,2020-09-04 16:29:13,27.699739,-80.90434300000003,Okeechobee,FL,91.0,2020,9,16,Friday
A-6896881,2020-10-23 00:37:25,29.965253000000004,-90.110382,New Orleans,LA,75.0,2020,10,0,Friday
A-2843113,2018-05-23 09:22:02,39.685711,-104.801003,Aurora,CO,63.9,2018,5,9,Wednesday
A-1547325,2020-04-06 11:29:02,36.182129,-86.819344,Nashville,TN,76.0,2020,4,11,Monday
A-3788870,2023-02-12 00:48:00,41.214432,-73.810541,Ossining,NY,29.0,2023,2,0,Sunday
A-689394,2022-03-04 06:41:28,32.751495,-96.809425,Dallas,TX,57.0,2022,3,6,Friday
A-265072,2016-12-16 20:33:23,29.732201,-95.387512,Houston,TX,71.6,2016,12,20,Friday
A-2858366,2018-04-01 14:12:04,34.023548,-117.33593799999998,Colton,CA,77.0,2018,4,14,Sunday
A-6635176,2020-09-23 00:06:00,25.954374,-80.344251,Hialeah,FL,77.0,2020,9,0,Wednesday
A-5897685,2021-12-23 13:51:00,34.154218,-117.344192,San Bernardino,CA,54.0,2021,12,13,Thursday
A-2531116,2018-10-19 04:06:12,29.969402,-90.068626,New Orleans,LA,69.0,2018,10,4,Friday
A-2178023,2019-04-19 16:50:03,36.141338,-86.822456,Nashville,TN,47.0,2019,4,16,Friday
A-150513,2016-10-31 05:44:45,33.881687,-84.588287,Marietta,GA,56.1,2016,10,5,Monday
A-7654299,2017-12-29 17:29:07,33.896716,-84.25076899999998,Atlanta,GA,46.9,2017,12,17,Friday
A-7116334,2020-03-14 13:23:00,33.193615,-117.25369,Vista,CA,61.0,2020,3,13,Saturday
A-3119807,2017-12-10 08:14:33,38.431019,-122.715263,Santa Rosa,CA,28.9,2017,12,8,Sunday
A-4761655,2022-02-07 14:34:00,25.69907000000001,-80.333946,Miami,FL,81.0,2022,2,14,Monday
A-1584398,2020-01-09 09:52:45,33.930889,-118.29166399999998,Los Angeles,CA,57.0,2020,1,9,Thursday
A-3482630,2016-10-11 16:32:19,25.89957,-80.38365,Hialeah,FL,82.9,2016,10,16,Tuesday
A-3538319,2016-11-28 00:21:44,33.88284,-118.34995,Lawndale,CA,51.1,2016,11,0,Monday
A-5896226,2021-12-10 12:18:30,35.213642,-80.923479,Charlotte,NC,51.0,2021,12,12,Friday
A-4747992,2022-02-02 12:28:00,33.827799,-117.962824,Anaheim,CA,67.0,2022,2,12,Wednesday
A-6802442,2020-12-23 13:55:30,25.769762,-80.330363,Miami,FL,75.0,2020,12,13,Wednesday
A-5800610,2021-08-30 09:16:00,32.806345,-96.840444,Dallas,TX,81.0,2021,8,9,Monday
A-6031944,2021-12-13 12:51:03,38.66093400000001,-106.848924,Gunnison,CO,16.0,2021,12,12,Monday
A-7244346,2020-01-30 18:57:00,33.469986,-117.136713,Temecula,CA,57.0,2020,1,18,Thursday
A-1490872,2020-06-26 07:45:24,41.8521,-88.202972,West Chicago,IL,67.0,2020,6,7,Friday
A-1949038,2019-07-03 15:28:48,40.197426,-83.13601700000002,Delaware,OH,82.0,2019,7,15,Wednesday
A-2074885,2019-06-27 11:19:27,41.114521,-74.08921099999998,Monsey,NY,86.0,2019,6,11,Thursday
A-6406402,2021-02-18 11:48:45,42.345293,-122.881607,Medford,OR,40.0,2021,2,11,Thursday
A-837146,2021-11-02 13:22:21,34.195384999999995,-118.950027,Newbury Park,CA,64.0,2021,11,13,Tuesday
A-450837,2017-05-11 05:52:40,29.823689,-95.473434,Houston,TX,75.2,2017,5,5,Thursday
A-7391419,2019-09-20 17:43:38,38.830824,-77.21861899999998,Annandale,VA,77.0,2019,9,17,Friday
A-2880779,2018-04-12 17:58:20,36.035595,-78.970123,Durham,NC,50.0,2018,4,17,Thursday
A-3391449,2017-08-21 08:10:18,44.80328,-123.23526,Monmouth,OR,64.0,2017,8,8,Monday
A-2473294,2018-11-21 09:32:22,37.274673,-122.003624,Saratoga,CA,62.1,2018,11,9,Wednesday
A-1431667,2020-08-20 11:39:43,32.9118,-96.73555,Dallas,TX,84.0,2020,8,11,Thursday
A-3263692,2017-10-24 06:14:58,39.947567,-75.187798,Philadelphia,PA,72.0,2017,10,6,Tuesday
A-604309,2022-05-31 20:15:25,33.907581,-117.559639,Norco,CA,71.0,2022,5,20,Tuesday
A-4016261,2023-01-24 07:16:00,34.642843,-113.565507,Lake Havasu City,AZ,43.0,2023,1,7,Tuesday
A-5236953,2022-07-18 13:06:06,26.616446000000003,-81.76523900000002,Fort Myers,FL,85.0,2022,7,13,Monday
A-5866338,2021-07-03 13:51:37,33.757983,-80.999748,Swansea,SC,82.0,2021,7,13,Saturday
A-7285528,2019-12-23 14:43:00,45.03742,-93.01773,Saint Paul,MN,36.0,2019,12,14,Monday
A-5967010,2021-11-14 03:18:00,33.835691213446445,-117.94180512372044,Anaheim,CA,57.0,2021,11,3,Sunday
A-2355658,2019-01-22 22:27:48,37.720787,-121.655212,Livermore,CA,39.9,2019,1,22,Tuesday
A-410260,2017-04-07 08:18:24,28.786831,-81.350426,Sanford,FL,54.0,2017,4,8,Friday
A-4411406,2022-06-22 17:00:55,38.995707,-77.414564,Sterling,VA,74.0,2022,6,17,Wednesday
A-3458512,2017-01-11 16:21:40,39.38893,-76.965025,Sykesville,MD,48.2,2017,1,16,Wednesday
A-450500,2017-05-09 07:52:03,29.959887,-95.429176,Houston,TX,70.0,2017,5,7,Tuesday
A-7725647,2019-05-21 17:53:18,40.77160900000001,-73.876418,Flushing,NY,71.0,2019,5,17,Tuesday
A-3443550,2016-07-13 16:45:37,44.86055,-93.32313,Minneapolis,MN,84.0,2016,7,16,Wednesday
A-4464877,2022-08-22 16:52:56,37.004574,-81.788248,Cedar Bluff,VA,72.0,2022,8,16,Monday
A-6312912,2021-06-04 16:47:16,32.769123,-96.83682,Dallas,TX,81.0,2021,6,16,Friday
A-5501238,2021-06-04 15:31:53,34.678844,-92.355798,Little Rock,AR,83.0,2021,6,15,Friday
A-3072564,2018-01-17 13:05:52,28.565428000000004,-81.19483199999998,Orlando,FL,69.1,2018,1,13,Wednesday
A-3960736,2022-01-03 06:50:00,42.49461293200257,-82.9317677017072,Roseville,MI,15.0,2022,1,6,Monday
A-3327144,2017-09-22 11:01:01,30.290594,-97.743607,Austin,TX,82.9,2017,9,11,Friday
A-1641225,2020-02-11 07:02:01,38.247555,-85.752258,Louisville,KY,36.0,2020,2,7,Tuesday
A-226544,2016-08-22 18:09:03,41.425854,-81.764709,Cleveland,OH,75.0,2016,8,18,Monday
A-1418317,2020-08-10 07:49:32,33.462685,-112.220184,Phoenix,AZ,84.0,2020,8,7,Monday
A-1144847,2021-02-20 08:08:20,41.035919,-81.566971,Akron,OH,16.0,2021,2,8,Saturday
A-7667834,2017-10-05 09:38:39,28.59063,-81.37906,Winter Park,FL,75.2,2017,10,9,Thursday
A-6969042,2020-12-27 03:56:00,25.484583,-80.460921,Homestead,FL,52.0,2020,12,3,Sunday
A-2201024,2019-03-05 21:51:09,39.902721,-76.639076,Dallastown,PA,21.9,2019,3,21,Tuesday
A-5358447,2022-12-11 16:06:37,38.995513,-77.04222800000002,Silver Spring,MD,44.0,2022,12,16,Sunday
A-4750660,2022-09-30 17:22:00,41.522042,-74.07086899999999,Newburgh,NY,59.0,2022,9,17,Friday
A-342841,2017-04-01 19:36:46,37.981846,-121.228355,Stockton,CA,64.9,2017,4,19,Saturday
A-3886403,2022-05-21 17:39:00,39.248722,-75.580524,Smyrna,DE,88.0,2022,5,17,Saturday
A-446040,2017-05-18 22:21:13,42.956139,-85.674149,Grand Rapids,MI,53.1,2017,5,22,Thursday
A-3277354,2017-08-31 18:59:30,39.439888,-84.335854,Monroe,OH,77.2,2017,8,18,Thursday
A-151966,2016-11-20 09:48:45,33.690125,-84.500153,Atlanta,GA,43.0,2016,11,9,Sunday
A-4566584,2022-05-19 16:30:13,34.047704,-118.007873,La Puente,CA,66.0,2022,5,16,Thursday
A-1861627,2019-10-03 13:13:13,34.823601000000004,-82.291382,Greenville,SC,96.0,2019,10,13,Thursday
A-2114145,2019-05-21 05:59:45,39.01178,-76.892433,Beltsville,MD,60.0,2019,5,5,Tuesday
A-1928712,2019-08-22 07:05:10,33.585171,-112.116539,Phoenix,AZ,86.0,2019,8,7,Thursday
A-1780703,2019-10-27 17:33:37,29.80431,-95.44828,Houston,TX,73.0,2019,10,17,Sunday
A-5950862,2021-03-29 10:15:30,34.333009000000004,-118.507495,Sylmar,CA,77.0,2021,3,10,Monday
A-1245567,2020-12-01 05:44:39,40.69656,-112.024857,West Valley City,UT,29.0,2020,12,5,Tuesday
A-986546,2021-06-29 07:45:21,45.687305,-121.712036,Cascade Locks,OR,70.0,2021,6,7,Tuesday
A-1076125,2021-04-20 08:50:38,41.916409,-88.12056,Carol Stream,IL,37.0,2021,4,8,Tuesday
A-4250579,2022-03-20 19:23:47,33.37261319144548,-111.96811795181289,Tempe,AZ,68.0,2022,3,19,Sunday
A-2713703,2018-07-19 08:28:26,33.069084000000004,-117.069176,Escondido,CA,75.9,2018,7,8,Thursday
A-7274911,2020-02-24 14:50:00,33.968144,-118.167655,Bell Gardens,CA,68.0,2020,2,14,Monday
A-6190734,2021-12-09 15:00:00,34.255520000000004,-118.552534,Northridge,CA,56.0,2021,12,15,Thursday
A-6180948,2021-09-23 17:01:00,28.291214,-81.350039,Kissimmee,FL,89.0,2021,9,17,Thursday
A-1990613,2019-07-26 13:31:54,35.411945,-119.054718,Bakersfield,CA,102.0,2019,7,13,Friday
A-167036,2016-06-08 17:24:05,41.299683,-95.951645,Omaha,NE,90.0,2016,6,17,Wednesday
A-5331463,2022-08-18 12:09:00,38.644719,-90.182399,St Louis,MO,82.0,2022,8,12,Thursday
A-1271303,2020-11-11 08:49:58,30.237379,-82.303749,Glen Saint Mary,FL,81.0,2020,11,8,Wednesday
A-2664928,2018-08-23 22:01:42,29.757835,-95.374901,Houston,TX,84.2,2018,8,22,Thursday
A-7456785,2019-01-03 16:06:17,34.24844,-89.99903,Batesville,MS,44.6,2019,1,16,Thursday
A-5744166,2021-06-28 17:15:35,25.699401,-80.382109,Miami,FL,82.0,2021,6,17,Monday
A-445254,2017-05-23 07:51:23,40.569744,-89.625099,Pekin,IL,57.0,2017,5,7,Tuesday
A-1081444,2021-04-15 16:49:36,34.860584,-82.255287,Greenville,SC,74.0,2021,4,16,Thursday
A-2945513,2018-03-14 19:25:42,29.790552,-95.407036,Houston,TX,64.4,2018,3,19,Wednesday
A-3698513,2023-03-24 01:44:45,39.870681,-104.901509,Henderson,CO,33.0,2023,3,1,Friday
A-7022688,2020-05-11 13:52:12,38.90694000000001,-104.8259,Colorado Springs,CO,48.0,2020,5,13,Monday
A-7468631,2019-01-24 17:18:24,39.154702,-76.835206,Jessup,MD,35.6,2019,1,17,Thursday
A-6726491,2020-11-06 12:09:00,35.151315000000004,-119.465193,Taft,CA,69.0,2020,11,12,Friday
A-1767366,2019-10-21 20:44:32,33.61208,-83.75029,Social Circle,GA,68.0,2019,10,20,Monday
A-7722694,2019-05-14 05:55:14,29.951590000000003,-95.41762,Houston,TX,65.0,2019,5,5,Tuesday
A-5806621,2021-09-16 10:54:00,47.577804,-122.321401,Seattle,WA,60.0,2021,9,10,Thursday
A-875940,2021-09-30 08:24:33,39.630428,-77.80972299999998,Hagerstown,MD,54.0,2021,9,8,Thursday
A-1447063,2020-05-25 08:13:25,35.130112,-89.867828,Memphis,TN,76.0,2020,5,8,Monday
A-4833731,2022-04-11 10:39:30,34.157818,-118.45282,Sherman Oaks,CA,63.0,2022,4,10,Monday
A-4569363,2022-07-26 21:41:00,37.90715,-120.592475,Copperopolis,CA,79.0,2022,7,21,Tuesday
A-823792,2021-11-11 05:39:37,38.640011,-121.375313,Sacramento,CA,54.0,2021,11,5,Thursday
A-6854010,2020-12-27 00:56:36,26.027447,-80.165911,Hollywood,FL,53.0,2020,12,0,Sunday
A-2792135,2018-04-30 19:12:24,39.978962,-76.850128,Dover,PA,66.9,2018,4,19,Monday
A-3957956,2022-08-05 13:21:03,45.084361,-122.790865,Mount Angel,OR,76.0,2022,8,13,Friday
A-5116559,2022-08-29 09:30:30,26.547751,-81.777589,Fort Myers,FL,82.0,2022,8,9,Monday
A-7718372,2019-05-06 08:02:02,43.347781,-78.575546,Barker,NY,49.0,2019,5,8,Monday
A-1602480,2020-01-20 02:00:23,34.135418,-117.235359,San Bernardino,CA,55.0,2020,1,2,Monday
A-135826,2016-08-03 07:32:37,28.728104,-82.312874,Floral City,FL,73.4,2016,8,7,Wednesday
A-4090660,2022-09-30 17:12:00,43.038589,-83.716033,Flint,MI,68.0,2022,9,17,Friday
A-5073526,2022-03-12 00:05:47,34.092786,-86.410999,Altoona,AL,36.0,2022,3,0,Saturday
A-2191932,2019-04-27 14:44:27,35.90161099999999,-84.16304000000002,Knoxville,TN,51.0,2019,4,14,Saturday
A-770454,2021-12-21 17:56:28,26.137323,-80.16877,Fort Lauderdale,FL,75.0,2021,12,17,Tuesday
A-2103124,2019-05-15 05:48:44,33.986038,-78.829941,Loris,SC,47.0,2019,5,5,Wednesday
A-1134467,2021-03-02 09:19:21,33.668972,-112.065964,Phoenix,AZ,62.0,2021,3,9,Tuesday
A-2915187,2018-04-27 09:17:10,34.20742,-118.217354,La Canada Flintridge,CA,,2018,4,9,Friday
A-7048171,2020-05-23 09:56:00,47.4046,-122.29227,Seattle,WA,53.0,2020,5,9,Saturday
A-6178204,2021-11-28 15:33:00,29.267015,-82.211533,Ocala,FL,65.0,2021,11,15,Sunday
A-4866572,2022-09-20 05:18:41,38.63343,-90.144498,East St Louis,IL,71.0,2022,9,5,Tuesday
A-1944391,2019-07-01 08:16:59,41.309963,-74.125656,Central Valley,NY,70.0,2019,7,8,Monday
A-379551,2017-02-26 14:34:28,40.547394,-75.534813,Allentown,PA,39.2,2017,2,14,Sunday
A-4896229,2022-08-20 14:32:45,41.97723,-84.242604,Manitou Beach,MI,73.0,2022,8,14,Saturday
A-60489,2017-01-04 20:29:05,32.87513,-117.199409,San Diego,CA,55.9,2017,1,20,Wednesday
A-3250692,2017-10-17 04:36:40,29.948824,-95.416687,Houston,TX,53.1,2017,10,4,Tuesday
A-1919589,2019-08-18 20:38:38,29.559574,-95.14431,Webster,TX,84.0,2019,8,20,Sunday
A-3643326,2017-07-13 18:39:07,40.70097,-73.99471,Brooklyn,NY,80.6,2017,7,18,Thursday
A-5191794,2022-08-02 08:32:50,35.016849,-81.872732,Spartanburg,SC,72.0,2022,8,8,Tuesday
A-3034508,2018-02-26 16:16:32,34.369633,-81.08255799999998,Winnsboro,SC,64.4,2018,2,16,Monday
A-2127740,2019-05-28 12:08:58,31.75153,-106.486816,El Paso,TX,75.0,2019,5,12,Tuesday
A-1872634,2019-09-22 07:37:53,39.280109,-77.211792,Damascus,MD,63.0,2019,9,7,Sunday
A-2475968,2018-11-23 06:31:36,33.585564,-84.378403,Forest Park,GA,39.0,2018,11,6,Friday
A-5071133,2022-07-15 10:56:30,37.042475,-81.136478,Bland,VA,73.0,2022,7,10,Friday
A-252508,2016-08-11 16:15:26,39.022114,-76.94982900000002,Hyattsville,MD,93.2,2016,8,16,Thursday
A-6805782,2020-12-29 07:50:57,35.839545,-78.579784,Raleigh,NC,41.0,2020,12,7,Tuesday
A-4688028,2022-06-16 05:01:00,38.251013,-121.510324,Walnut Grove,CA,59.0,2022,6,5,Thursday
A-3210535,2017-11-28 07:59:33,35.09864,-80.944778,Fort Mill,SC,30.0,2017,11,7,Tuesday
A-537813,2022-08-13 01:00:26,42.275356,-88.964096,Rockford,IL,65.0,2022,8,1,Saturday
A-2855095,2018-05-30 17:59:43,41.56892,-87.356071,Gary,IN,75.2,2018,5,17,Wednesday
A-5560006,2021-12-14 17:00:54,25.685194,-80.418423,Miami,FL,79.0,2021,12,17,Tuesday
A-2074746,2019-06-26 15:29:25,33.768359999999994,-117.920235,Garden Grove,CA,71.0,2019,6,15,Wednesday
A-2620158,2018-08-01 07:56:44,32.926109000000004,-96.80986,Dallas,TX,75.2,2018,8,7,Wednesday
A-4266336,2022-11-02 09:36:08,30.688095,-88.041297,Mobile,AL,70.0,2022,11,9,Wednesday
A-6096623,2021-09-01 02:39:48,40.15587687473223,-74.6601140495555,Chesterfield,NJ,71.0,2021,9,2,Wednesday
A-2776312,2018-06-22 20:47:15,41.237251,-73.153465,Trumbull,CT,64.9,2018,6,20,Friday
A-6164235,2021-10-12 17:31:59,28.382065,-81.404628,Orlando,FL,86.0,2021,10,17,Tuesday
A-1459797,2020-05-01 21:07:05,34.7715,-86.585564,Huntsville,AL,58.0,2020,5,21,Friday
A-5210129,2022-03-11 10:57:47,33.41233134253782,-86.80670142132374,Birmingham,AL,60.0,2022,3,10,Friday
A-4679500,2022-09-19 12:15:02,32.759521,-97.057709,Arlington,TX,88.0,2022,9,12,Monday
A-377200,2017-03-13 09:42:59,39.978306,-82.852554,Columbus,OH,25.0,2017,3,9,Monday
A-3062774,2018-01-12 15:55:10,41.468788,-81.715317,Cleveland,OH,27.0,2018,1,15,Friday
A-4225000,2023-01-17 16:25:43,29.938168,-95.407461,Houston,TX,76.0,2023,1,16,Tuesday
A-7730846,2019-04-30 14:26:42,34.08763,-84.48455,Woodstock,GA,85.0,2019,4,14,Tuesday
A-6570412,2021-01-03 01:57:00,32.134027,-110.934748,Tucson,AZ,37.0,2021,1,1,Sunday
A-4126620,2022-12-06 20:32:00,37.640255,-122.405813,South San Francisco,CA,49.0,2022,12,20,Tuesday
A-5954589,2021-10-20 16:45:25,25.70218,-80.335789,Miami,FL,83.0,2021,10,16,Wednesday
A-5603757,2021-06-21 08:46:00,36.87208056432308,-76.1955606933775,Norfolk,VA,76.0,2021,6,8,Monday
A-7017830,2020-05-08 06:50:01,46.09767,-123.0429,Rainier,OR,48.0,2020,5,6,Friday
A-3554052,2016-07-08 18:49:26,32.8559,-117.11715,San Diego,CA,77.0,2016,7,18,Friday
A-6435612,2021-01-13 03:20:14,43.471798,-121.891677,Crescent,OR,,2021,1,3,Wednesday
A-3526281,2016-12-13 07:46:56,39.30522,-120.52583,Norden,CA,35.6,2016,12,7,Tuesday
A-2130941,2019-05-30 11:26:12,35.441269,-81.42400400000002,Cherryville,NC,85.0,2019,5,11,Thursday
A-4897661,2023-01-18 08:35:35,39.301698,-84.46556899999999,Cincinnati,OH,41.0,2023,1,8,Wednesday
A-7494887,2018-11-02 12:53:16,29.44671,-98.67222,San Antonio,TX,70.0,2018,11,12,Friday
A-2506334,2018-10-08 21:41:32,33.856784999999995,-118.028526,Buena Park,CA,66.0,2018,10,21,Monday
A-4667336,2022-01-16 17:42:30,33.936444,-118.044178,Whittier,CA,67.0,2022,1,17,Sunday
A-5197361,2022-12-25 15:02:33,40.090195,-75.120301,Jenkintown,PA,28.0,2022,12,15,Sunday
A-6022505,2021-09-23 11:51:00,41.061348,-83.667399,Findlay,OH,50.0,2021,9,11,Thursday
A-2563020,2018-09-04 10:13:52,38.950298,-121.09993,Auburn,CA,77.0,2018,9,10,Tuesday
A-4183028,2022-07-29 21:04:00,34.471977,-117.133699,Apple Valley,CA,86.0,2022,7,21,Friday
A-147158,2016-12-12 16:30:09,34.202801,-82.19899699999998,Greenwood,SC,57.9,2016,12,16,Monday
A-7523733,2018-10-23 17:54:09,40.146517,-74.109362,Farmingdale,NJ,61.0,2018,10,17,Tuesday
A-2406677,2018-12-19 16:19:30,35.333591,-97.212593,Newalla,OK,52.7,2018,12,16,Wednesday
A-553371,2022-07-28 06:13:11,30.24152,-92.049667,Scott,LA,77.0,2022,7,6,Thursday
A-2741281,2018-06-04 20:03:44,29.985289,-95.308258,Humble,TX,87.1,2018,6,20,Monday
A-2030882,2019-06-03 15:30:54,36.156765,-96.020515,Tulsa,OK,70.0,2019,6,15,Monday
A-2113919,2019-05-21 09:49:52,42.408482,-83.079391,Highland Park,MI,55.0,2019,5,9,Tuesday
A-262994,2016-12-08 14:15:21,32.794853,-96.792603,Dallas,TX,35.1,2016,12,14,Thursday
A-5000445,2022-07-04 22:06:00,39.957297,-78.564066,Bedford,PA,70.0,2022,7,22,Monday
A-1694791,2019-12-04 04:12:00,39.784081,-104.991096,Denver,CO,39.0,2019,12,4,Wednesday
A-7676418,2017-10-27 15:05:04,43.03045,-87.99394000000002,Milwaukee,WI,39.2,2017,10,15,Friday
A-3184139,2017-11-14 16:52:45,35.832787,-78.32022099999998,Zebulon,NC,48.2,2017,11,16,Tuesday
A-3629043,2017-06-12 19:16:12,40.71643,-73.97559,New York,NY,87.8,2017,6,19,Monday
A-4679589,2022-05-25 07:24:00,32.328346999999994,-80.930235,Ridgeland,SC,73.0,2022,5,7,Wednesday
A-7202152,2020-04-28 14:28:04,41.41078,-82.24421,Amherst,OH,64.0,2020,4,14,Tuesday
A-2442577,2018-11-08 10:05:41,34.788582,-82.482353,Greenville,SC,63.0,2018,11,10,Thursday
A-1977608,2019-07-19 10:33:50,32.458809,-93.683235,Shreveport,LA,86.0,2019,7,10,Friday
A-7274554,2020-02-24 18:04:00,37.40607,-121.91017,Milpitas,CA,63.0,2020,2,18,Monday
A-4252460,2022-10-12 07:36:44,34.153372999999995,-118.15721200000002,Pasadena,CA,,2022,10,7,Wednesday
A-6922822,2020-10-02 21:22:35,39.44197800000001,-76.35604599999998,Joppa,MD,55.0,2020,10,21,Friday
A-1602320,2020-01-20 17:03:43,32.133990999999995,-110.977791,Tucson,AZ,71.0,2020,1,17,Monday
A-5716544,2021-12-28 14:10:00,29.951205,-82.775818,Fort White,FL,77.0,2021,12,14,Tuesday
A-176438,2016-08-31 08:44:59,38.514175,-90.446037,Fenton,MO,73.0,2016,8,8,Wednesday
A-1498957,2020-06-08 06:34:40,33.698021000000004,-117.330849,Lake Elsinore,CA,50.0,2020,6,6,Monday
A-6927604,2020-12-09 10:16:00,37.561622,-122.276383,San Mateo,CA,52.0,2020,12,10,Wednesday
A-7758734,2019-07-14 17:11:34,44.440241,-123.276881,Corvallis,OR,84.0,2019,7,17,Sunday
A-6460639,2021-01-05 03:57:46,41.568289,-87.124354,Valparaiso,IN,30.0,2021,1,3,Tuesday
A-5065200,2022-01-18 14:50:00,33.538607,-112.097159,Phoenix,AZ,64.0,2022,1,14,Tuesday
A-6150143,2021-12-09 15:38:00,39.992536,-76.671989,York,PA,39.0,2021,12,15,Thursday
A-5471006,2021-05-07 10:44:43,36.07268,-86.691689,Nashville,TN,63.0,2021,5,10,Friday
A-2668504,2018-08-25 15:37:09,39.780785,-104.989395,Denver,CO,89.6,2018,8,15,Saturday
A-5707992,2021-10-20 17:37:00,34.439998,-119.828157,Goleta,CA,61.0,2021,10,17,Wednesday
A-7508813,2018-11-26 07:10:22,39.93196,-86.33673,Zionsville,IN,33.1,2018,11,7,Monday
A-3220139,2017-10-03 11:42:21,35.869553,-78.654129,Raleigh,NC,70.0,2017,10,11,Tuesday
A-3646013,2017-07-25 08:24:32,40.68716,-74.27345,Union,NJ,64.0,2017,7,8,Tuesday
A-2606026,2018-09-25 11:41:13,39.607761,-88.29675300000002,Humboldt,IL,75.0,2018,9,11,Tuesday
A-3385614,2017-08-18 17:21:40,40.319393,-75.56594100000002,Gilbertsville,PA,72.0,2017,8,17,Friday
A-316088,2017-02-08 18:01:15,37.297539,-122.028976,San Jose,CA,64.0,2017,2,18,Wednesday
A-5048204,2022-04-25 07:46:00,33.928066491918905,-118.34147572460964,Hawthorne,CA,70.0,2022,4,7,Monday
A-7097427,2020-06-18 13:34:01,29.93286,-90.09359,New Orleans,LA,85.0,2020,6,13,Thursday
